time_period,geo,indic_is,ind_type,obs_value
2023,Slovakia,Individuals with basic overall digital skills,"Individuals, 25 to 29 years old",35.66
2023,Slovakia,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",65.79
2023,Slovakia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 29 years old",17.76
2023,Slovakia,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",0.53
2023,Slovakia,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",28.6
2023,Slovakia,Individuals with basic overall digital skills,"Individuals, 25 to 34 years old",34.95
2023,Slovakia,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",63.55
2023,Slovakia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",21.78
2023,Slovakia,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",1.33
2023,Slovakia,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",26.4
2023,Slovakia,Individuals with basic overall digital skills,"Individuals, 25 to 54 years old",33.49
2023,Slovakia,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",59.89
2023,Slovakia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",21.31
2023,Slovakia,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",1.3
2023,Slovakia,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",22.98
2023,Slovakia,Individuals with basic overall digital skills,"Individuals, 25 to 64 years old",32.1
2023,Slovakia,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",55.08
2023,Slovakia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",20.7
2023,Slovakia,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",1.63
2023,Slovakia,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",29.43
2023,Slovakia,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",34.64
2023,Slovakia,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",64.07
2023,Slovakia,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",20.75
2023,Slovakia,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",0.72
2023,Slovakia,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",21.03
2023,Slovakia,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",30.88
2023,Slovakia,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",51.91
2023,Slovakia,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",21.48
2023,Slovakia,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",1.92
2023,Slovakia,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",11.0
2023,Slovakia,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",27.23
2023,Slovakia,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",38.23
2023,Slovakia,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",18.55
2023,Slovakia,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",2.76
2023,Slovakia,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",8.08
2023,Slovakia,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",21.01
2023,Slovakia,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",29.09
2023,Slovakia,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",16.61
2023,Slovakia,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",3.61
2023,Slovakia,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",4.79
2023,Slovakia,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",13.98
2023,Slovakia,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",18.77
2023,Slovakia,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",14.42
2023,Slovakia,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",4.58
2023,Slovenia,Individuals with above basic overall digital skills,All individuals,18.88
2023,Slovenia,Individuals with basic overall digital skills,All individuals,27.82
2023,Slovenia,Individuals with low overall digital skills,All individuals,46.7
2023,Slovenia,Individuals with basic or above basic overall digital skills,All individuals,20.64
2023,Slovenia,Individuals with no overall digital skills,All individuals,3.71
2023,Slovenia,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",28.15
2023,Slovenia,Individuals with basic overall digital skills,"Individuals, 16 to 19 years old",45.33
2023,Slovenia,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",73.48
2023,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 19 years old",18.55
2023,Slovenia,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",0.0
2023,Slovenia,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",31.2
2023,Slovenia,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",41.86
2023,Slovenia,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",73.07
2023,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",15.8
2023,Slovenia,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",0.55
2023,Slovenia,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",32.97
2023,Slovenia,Individuals with basic overall digital skills,"Individuals, 16 to 29 years old",35.7
2023,Slovenia,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",68.67
2023,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",18.13
2023,Slovenia,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",1.5
2023,Slovenia,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",33.69
2023,Slovenia,Individuals with basic overall digital skills,"Individuals, 20 to 24 years old",39.04
2023,Slovenia,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",72.73
2023,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",13.58
2023,Slovenia,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",0.99
2023,Slovenia,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",35.71
2023,Slovenia,Individuals with basic overall digital skills,"Individuals, 25 to 29 years old",26.17
2023,Slovenia,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",61.87
2023,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 29 years old",21.72
2023,Slovenia,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",2.97
2023,Slovenia,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",32.95
2023,Slovenia,Individuals with basic overall digital skills,"Individuals, 25 to 34 years old",28.86
2023,Slovenia,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",61.8
2023,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",24.1
2023,Slovenia,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",1.69
2023,Slovenia,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",24.48
2023,Slovenia,Individuals with basic overall digital skills,"Individuals, 25 to 54 years old",30.27
2023,Slovenia,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",54.74
2023,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",24.13
2023,Slovenia,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",1.68
2023,Slovenia,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",20.48
2023,Slovenia,Individuals with basic overall digital skills,"Individuals, 25 to 64 years old",28.65
2023,Slovenia,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",49.13
2023,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",22.93
2023,Slovenia,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",3.19
2023,Slovenia,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",22.32
2023,Slovenia,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",36.27
2023,Slovenia,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",58.59
2023,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",24.14
2023,Slovenia,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",1.21
2023,Slovenia,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",20.01
2023,Slovenia,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",25.35
2023,Slovenia,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",45.36
2023,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",24.15
2023,Slovenia,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",2.13
2023,Slovenia,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",9.05
2023,Slovenia,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",24.04
2023,Slovenia,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",33.08
2023,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",19.49
2023,Slovenia,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",7.5
2023,Slovenia,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",6.25
2023,Slovenia,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",19.45
2023,Slovenia,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",25.7
2023,Slovenia,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",16.83
2023,Slovenia,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",7.87
