time_period,geo,ind_type,indic_is,obs_value
2021,Romania,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,40.23
2021,Romania,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,23.86
2021,Romania,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,6.66
2021,Romania,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,10.5
2021,Romania,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,23.18
2021,Romania,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,33.67
2021,Romania,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,19.84
2021,Romania,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,9.02
2021,Romania,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,9.07
2021,Romania,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,20.28
2021,Romania,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,29.35
2021,Romania,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,17.98
2021,Romania,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,10.1
2021,Romania,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,11.35
2021,Romania,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,25.04
2021,Romania,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,36.39
2021,Romania,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,19.5
2021,Romania,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,9.31
2021,Romania,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,7.14
2021,Romania,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,19.02
2021,Romania,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,26.16
2021,Romania,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,17.06
2021,Romania,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,10.56
2021,Romania,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,3.85
2021,Romania,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,9.71
2021,Romania,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,13.56
2021,Romania,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,11.2
2021,Romania,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,14.04
2021,Romania,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,2.48
2021,Romania,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,6.46
2021,Romania,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,8.93
2021,Romania,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,8.18
2021,Romania,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,13.83
2021,Romania,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,1.06
2021,Romania,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,3.1
2021,Romania,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,4.16
2021,Romania,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,5.07
2021,Romania,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,13.61
2021,Serbia,All individuals,Individuals with above basic overall digital skills,12.32
2021,Serbia,All individuals,Individuals with basic overall digital skills,28.97
2021,Serbia,All individuals,Individuals with low overall digital skills,41.3
2021,Serbia,All individuals,Individuals with basic or above basic overall digital skills,18.67
2021,Serbia,All individuals,Individuals with no overall digital skills,4.08
2021,Serbia,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,17.06
2021,Serbia,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,43.51
2021,Serbia,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,60.56
2021,Serbia,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,23.68
2021,Serbia,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,0.0
2021,Serbia,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,24.33
2021,Serbia,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,41.89
2021,Serbia,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,66.22
2021,Serbia,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,23.48
2021,Serbia,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,0.0
2021,Serbia,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,21.86
2021,Serbia,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,48.04
2021,Serbia,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,69.9
2021,Serbia,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,20.91
2021,Serbia,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,0.0
2021,Serbia,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,35.63
2021,Serbia,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,39.38
2021,Serbia,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,75.01
2021,Serbia,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,23.17
2021,Serbia,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,0.0
2021,Serbia,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,17.29
2021,Serbia,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,59.43
2021,Serbia,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,76.72
2021,Serbia,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,16.14
2021,Serbia,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,0.0
2021,Serbia,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,19.34
2021,Serbia,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,52.12
2021,Serbia,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,71.47
2021,Serbia,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,18.13
2021,Serbia,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,0.0
2021,Serbia,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,15.63
2021,Serbia,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,39.43
2021,Serbia,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,55.07
2021,Serbia,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,23.01
2021,Serbia,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,3.43
2021,Serbia,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,12.52
2021,Serbia,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,32.33
2021,Serbia,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,44.86
2021,Serbia,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,20.99
2021,Serbia,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,4.31
2021,Serbia,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,16.49
2021,Serbia,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,39.77
2021,Serbia,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,56.26
2021,Serbia,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,25.88
2021,Serbia,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,3.58
2021,Serbia,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,11.41
2021,Serbia,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,27.67
2021,Serbia,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,39.08
2021,Serbia,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,24.41
2021,Serbia,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,6.35
2021,Serbia,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,3.5
2021,Serbia,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,11.72
2021,Serbia,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,15.22
2021,Serbia,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,15.11
2021,Serbia,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,6.88
2021,Serbia,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,2.5
2021,Serbia,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,7.67
2021,Serbia,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,10.17
2021,Serbia,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,10.04
2021,Serbia,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,6.67
2021,Serbia,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,1.35
2021,Serbia,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,3.0
2021,Serbia,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,4.34
2021,Serbia,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,4.18
2021,Serbia,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,6.44
